country,shocked_region,shock_severity,impact_level
Philippines,CPA,Mid,Low Impact
Poland,CPA,Mid,Low Impact
Portugal,CPA,Mid,Low Impact
Guinea-Bissau,CPA,Mid,Medium Impact
Timor-Leste,CPA,Mid,Medium Impact
Eritrea,CPA,Mid,Low Impact
Qatar,CPA,Mid,Medium Impact
Bhutan,CPA,Mid,Medium Impact
Palau,CPA,Mid,Medium Impact
Zimbabwe,CPA,Mid,Low Impact
Romania,CPA,Mid,Low Impact
Rwanda,CPA,Mid,Low Impact
Russian Federation,CPA,Mid,Low Impact
USSR,CPA,Mid,Low Impact
Saint Helena,CPA,Mid,Medium Impact
Saint Kitts and Nevis,CPA,Mid,Medium Impact
Saint Lucia,CPA,Mid,Medium Impact
Bolivia (Plurinational State of),CPA,Mid,Low Impact
Saint Pierre and Miquelon,CPA,Mid,Medium Impact
Saint Vincent and the Grenadines,CPA,Mid,Medium Impact
Sao Tome and Principe,CPA,Mid,Medium Impact
Saudi Arabia,CPA,Mid,Low Impact
Senegal,CPA,Mid,Low Impact
Seychelles,CPA,Mid,Medium Impact
Sierra Leone,CPA,Mid,Medium Impact
Slovenia,CPA,Mid,Low Impact
Slovakia,CPA,Mid,Low Impact
Yugoslav SFR,CPA,Mid,Low Impact
Afghanistan,CPA,Mid,Low Impact
Botswana,CPA,Mid,Medium Impact
Singapore,CPA,Mid,Low Impact
Somalia,CPA,Mid,Medium Impact
South Africa,CPA,Mid,Low Impact
Spain,CPA,Mid,Low Impact
Western Sahara,CPA,Mid,Medium Impact
Suriname,CPA,Mid,Medium Impact
Tajikistan,CPA,Mid,Low Impact
Swaziland,CPA,Mid,Medium Impact
Brazil,CPA,Mid,Low Impact
Sweden,CPA,Mid,Low Impact
Switzerland,CPA,Mid,Low Impact
Syrian Arab Republic,CPA,Mid,Low Impact
Turkmenistan,CPA,Mid,No Impact
United Republic of Tanzania,CPA,Mid,Low Impact
Thailand,CPA,Mid,Low Impact
Togo,CPA,Mid,Low Impact
Tonga,CPA,Mid,Medium Impact
Aruba,CPA,Mid,Medium Impact
Trinidad and Tobago,CPA,Mid,Low Impact
Oman,CPA,Mid,Low Impact
Tunisia,CPA,Mid,Low Impact
Turkey,CPA,Mid,Low Impact
,CPA,Mid,Medium Impact
United Arab Emirates,CPA,Mid,Low Impact
Uganda,CPA,Mid,Low Impact
Tuvalu,CPA,Mid,Medium Impact
United Kingdom,CPA,Mid,Low Impact
Belize,CPA,Mid,Medium Impact
Ukraine,CPA,Mid,Low Impact
United States of America,CPA,Mid,Low Impact
Burkina Faso,CPA,Mid,Low Impact
Uruguay,CPA,Mid,Low Impact
Uzbekistan,CPA,Mid,Low Impact
Venezuela (Bolivarian Republic of),CPA,Mid,Low Impact
Viet Nam,CPA,Mid,Low Impact
Ethiopia,CPA,Mid,Low Impact
Ethiopia PDR,CPA,Mid,Low Impact
British Virgin Islands,CPA,Mid,Medium Impact
Wallis and Futuna Islands,CPA,Mid,Medium Impact
Samoa,CPA,Mid,Medium Impact
Yemen,CPA,Mid,Low Impact
Yemen Ar Rp,CPA,Mid,Low Impact
Yemen Dem,CPA,Mid,Low Impact
Solomon Islands,CPA,Mid,Medium Impact
Democratic Republic of the Congo,CPA,Mid,Low Impact
Zambia,CPA,Mid,Low Impact
,CPA,Mid,Medium Impact
Belgium,CPA,Mid,Low Impact
Belgium-Luxembourg,CPA,Mid,Low Impact
Luxembourg,CPA,Mid,No Impact
Anguilla,CPA,Mid,Medium Impact
Brunei Darussalam,CPA,Mid,Medium Impact
Bulgaria,CPA,Mid,Low Impact
Mayotte,CPA,Mid,Medium Impact
Serbia,CPA,Mid,Low Impact
Serbia and Montenegro,CPA,Mid,Low Impact
Montenegro,CPA,Mid,Medium Impact
Sudan,CPA,Mid,Low Impact
South Sudan,CPA,Mid,Medium Impact
Myanmar,CPA,Mid,Low Impact
Burundi,CPA,Mid,Medium Impact
,CPA,Mid,Medium Impact
Albania,CPA,Mid,Low Impact
Antarctica,CPA,Mid,Medium Impact
Cameroon,CPA,Mid,Low Impact
Canada,CPA,Mid,Low Impact
Cape Verde,CPA,Mid,Medium Impact
China,CPA,Mid,Low Impact
Cayman Islands,CPA,Mid,Medium Impact
Central African Republic,CPA,Mid,Medium Impact
Sri Lanka,CPA,Mid,Low Impact
Chad,CPA,Mid,Medium Impact
Algeria,CPA,Mid,Low Impact
Chile,CPA,Mid,Low Impact
Christmas Island,CPA,Mid,Medium Impact
Colombia,CPA,Mid,Low Impact
Comoros,CPA,Mid,Medium Impact
Congo,CPA,Mid,Low Impact
Cook Islands,CPA,Mid,Medium Impact
Costa Rica,CPA,Mid,Low Impact
Cuba,CPA,Mid,Medium Impact
American Samoa,CPA,Mid,Medium Impact
Cyprus,CPA,Mid,Low Impact
Azerbaijan,CPA,Mid,Low Impact
Benin,CPA,Mid,Medium Impact
Denmark,CPA,Mid,Low Impact
Dominica,CPA,Mid,Medium Impact
Dominican Republic,CPA,Mid,Low Impact
Belarus,CPA,Mid,Low Impact
Ecuador,CPA,Mid,Low Impact
Egypt,CPA,Mid,Low Impact
Andorra,CPA,Mid,Medium Impact
El Salvador,CPA,Mid,Low Impact
Equatorial Guinea,CPA,Mid,Medium Impact
Estonia,CPA,Mid,Low Impact
Faroe Islands,CPA,Mid,Medium Impact
Falkland Islands (Malvinas),CPA,Mid,Medium Impact
Fiji,CPA,Mid,Low Impact
Finland,CPA,Mid,Low Impact
France,CPA,Mid,Low Impact
Angola,CPA,Mid,Low Impact
French Polynesia,CPA,Mid,Medium Impact
Djibouti,CPA,Mid,Medium Impact
Georgia,CPA,Mid,Low Impact
Gabon,CPA,Mid,Medium Impact
Gambia,CPA,Mid,Medium Impact
Germany,CPA,Mid,Low Impact
Germany Fr,CPA,Mid,Low Impact
Germany Nl,CPA,Mid,Low Impact
Antigua and Barbuda,CPA,Mid,Medium Impact
Bosnia and Herzegovina,CPA,Mid,Low Impact
Ghana,CPA,Mid,Low Impact
Gibraltar,CPA,Mid,Medium Impact
Kiribati,CPA,Mid,Medium Impact
Greece,CPA,Mid,Low Impact
Greenland,CPA,Mid,Medium Impact
Grenada,CPA,Mid,Medium Impact
Guam,CPA,Mid,Medium Impact
Guatemala,CPA,Mid,Low Impact
Argentina,CPA,Mid,Low Impact
Guinea,CPA,Mid,Low Impact
Guyana,CPA,Mid,Low Impact
Haiti,CPA,Mid,Medium Impact
Holy See,CPA,Mid,No Impact
Honduras,CPA,Mid,Low Impact
Hungary,CPA,Mid,Low Impact
Croatia,CPA,Mid,Low Impact
Iceland,CPA,Mid,Medium Impact
Armenia,ALL,Mid,Serious Impact
Australia,ALL,Mid,Low Impact
India,ALL,Mid,Low Impact
Indonesia,ALL,Mid,Low Impact
Iran (Islamic Republic of),ALL,Mid,No Impact
Iraq,ALL,Mid,Low Impact
Ireland,ALL,Mid,Low Impact
Israel,ALL,Mid,No Impact
Italy,ALL,Mid,Low Impact
Cote d'Ivoire,ALL,Mid,Medium Impact
Kazakhstan,ALL,Mid,Low Impact
Jamaica,ALL,Mid,Medium Impact
Austria,ALL,Mid,Medium Impact
Japan,ALL,Mid,Low Impact
Jordan,ALL,Mid,Low Impact
Kyrgyzstan,ALL,Mid,Low Impact
Kenya,ALL,Mid,Low Impact
Cambodia,ALL,Mid,Medium Impact
Democratic People's Republic of Korea,ALL,Mid,Medium Impact
Republic of Korea,ALL,Mid,Low Impact
Kuwait,ALL,Mid,Medium Impact
Latvia,ALL,Mid,Serious Impact
Bahamas,ALL,Mid,Medium Impact
Lao People's Democratic Republic,ALL,Mid,Medium Impact
Lebanon,ALL,Mid,Low Impact
Lesotho,ALL,Mid,Medium Impact
Liberia,ALL,Mid,Medium Impact
Libya,ALL,Mid,Low Impact
Lithuania,ALL,Mid,Serious Impact
Marshall Islands,ALL,Mid,Medium Impact
Madagascar,ALL,Mid,Medium Impact
Bahrain,ALL,Mid,Medium Impact
Malawi,ALL,Mid,Serious Impact
Malaysia,ALL,Mid,Low Impact
Maldives,ALL,Mid,Medium Impact
Mali,ALL,Mid,Low Impact
Malta,ALL,Mid,Serious Impact
Mauritania,ALL,Mid,Serious Impact
Mauritius,ALL,Mid,Medium Impact
Mexico,ALL,Mid,Serious Impact
Barbados,ALL,Mid,Medium Impact
Mongolia,ALL,Mid,Medium Impact
Montserrat,ALL,Mid,Medium Impact
Morocco,ALL,Mid,Low Impact
Mozambique,ALL,Mid,Low Impact
Micronesia (Federated States of),ALL,Mid,Medium Impact
Republic of Moldova,ALL,Mid,Low Impact
Namibia,ALL,Mid,Serious Impact
Nauru,ALL,Mid,Medium Impact
Nepal,ALL,Mid,Medium Impact
Netherlands,ALL,Mid,Low Impact
,ALL,Mid,Medium Impact
New Caledonia,ALL,Mid,Medium Impact
The former Yugoslav Republic of Macedonia,ALL,Mid,Medium Impact
Vanuatu,ALL,Mid,Medium Impact
New Zealand,ALL,Mid,Low Impact
Nicaragua,ALL,Mid,Medium Impact
Niger,ALL,Mid,Medium Impact
Nigeria,ALL,Mid,Low Impact
Bangladesh,ALL,Mid,Low Impact
Niue,ALL,Mid,Medium Impact
Norfolk Island,ALL,Mid,Medium Impact
Norway,ALL,Mid,Low Impact
Northern Mariana Islands,ALL,Mid,Medium Impact
Pacific Islands Trust Territory,ALL,Mid,Medium Impact
Pakistan,ALL,Mid,Low Impact
Panama,ALL,Mid,Medium Impact
Czech Republic,ALL,Mid,Serious Impact
Czechoslovakia,ALL,Mid,Serious Impact
Papua New Guinea,ALL,Mid,Serious Impact
Paraguay,ALL,Mid,Low Impact
Bermuda,ALL,Mid,Medium Impact
Peru,ALL,Mid,Low Impact
Philippines,ALL,Mid,Low Impact
Poland,ALL,Mid,Medium Impact
Portugal,ALL,Mid,Low Impact
Guinea-Bissau,ALL,Mid,Serious Impact
Timor-Leste,ALL,Mid,Medium Impact
Eritrea,ALL,Mid,Low Impact
Qatar,ALL,Mid,Medium Impact
Bhutan,ALL,Mid,Medium Impact
Palau,ALL,Mid,Serious Impact
Zimbabwe,ALL,Mid,Serious Impact
Romania,ALL,Mid,Serious Impact
Rwanda,ALL,Mid,Low Impact
Russian Federation,ALL,Mid,Serious Impact
USSR,ALL,Mid,Serious Impact
Saint Helena,ALL,Mid,Medium Impact
Saint Kitts and Nevis,ALL,Mid,Medium Impact
Saint Lucia,ALL,Mid,Medium Impact
Bolivia (Plurinational State of),ALL,Mid,Low Impact
Saint Pierre and Miquelon,ALL,Mid,Medium Impact
Saint Vincent and the Grenadines,ALL,Mid,Serious Impact
Sao Tome and Principe,ALL,Mid,Medium Impact
Saudi Arabia,ALL,Mid,Low Impact
Senegal,ALL,Mid,Low Impact
Seychelles,ALL,Mid,Medium Impact
Sierra Leone,ALL,Mid,Medium Impact
Slovenia,ALL,Mid,Medium Impact
Slovakia,ALL,Mid,Serious Impact
Yugoslav SFR,ALL,Mid,Serious Impact
Afghanistan,ALL,Mid,Low Impact
Botswana,ALL,Mid,Medium Impact
Singapore,ALL,Mid,Serious Impact
Somalia,ALL,Mid,Medium Impact
South Africa,ALL,Mid,Low Impact
Spain,ALL,Mid,Low Impact
Western Sahara,ALL,Mid,Medium Impact
Suriname,ALL,Mid,Medium Impact
Tajikistan,ALL,Mid,Low Impact
Swaziland,ALL,Mid,Medium Impact
Brazil,ALL,Mid,Low Impact
Sweden,ALL,Mid,Low Impact
Switzerland,ALL,Mid,Medium Impact
Syrian Arab Republic,ALL,Mid,Low Impact
Turkmenistan,ALL,Mid,Low Impact
United Republic of Tanzania,ALL,Mid,Low Impact
Thailand,ALL,Mid,Low Impact
Togo,ALL,Mid,Medium Impact
Tonga,ALL,Mid,Medium Impact
Aruba,ALL,Mid,Serious Impact
Trinidad and Tobago,ALL,Mid,Low Impact
Oman,ALL,Mid,Low Impact
Tunisia,ALL,Mid,Low Impact
Turkey,ALL,Mid,Low Impact
,ALL,Mid,Medium Impact
United Arab Emirates,ALL,Mid,Low Impact
Uganda,ALL,Mid,Serious Impact
Tuvalu,ALL,Mid,Medium Impact
United Kingdom,ALL,Mid,Low Impact
Belize,ALL,Mid,Medium Impact
Ukraine,ALL,Mid,Serious Impact
United States of America,ALL,Mid,Low Impact
Burkina Faso,ALL,Mid,Low Impact
Uruguay,ALL,Mid,Low Impact
Uzbekistan,ALL,Mid,Low Impact
Venezuela (Bolivarian Republic of),ALL,Mid,Low Impact
Viet Nam,ALL,Mid,Low Impact
Ethiopia,ALL,Mid,Low Impact
Ethiopia PDR,ALL,Mid,Low Impact
British Virgin Islands,ALL,Mid,Medium Impact
Wallis and Futuna Islands,ALL,Mid,Medium Impact
Samoa,ALL,Mid,Medium Impact
Yemen,ALL,Mid,Low Impact
Yemen Ar Rp,ALL,Mid,Low Impact
Yemen Dem,ALL,Mid,Low Impact
Solomon Islands,ALL,Mid,Medium Impact
Democratic Republic of the Congo,ALL,Mid,Low Impact
Zambia,ALL,Mid,Low Impact
,ALL,Mid,Medium Impact
Belgium,ALL,Mid,Low Impact
Belgium-Luxembourg,ALL,Mid,Low Impact
Luxembourg,ALL,Mid,No Impact
Anguilla,ALL,Mid,Medium Impact
Brunei Darussalam,ALL,Mid,Medium Impact
Bulgaria,ALL,Mid,Serious Impact
Mayotte,ALL,Mid,Medium Impact
Serbia,ALL,Mid,Serious Impact
Serbia and Montenegro,ALL,Mid,Serious Impact
Montenegro,ALL,Mid,Medium Impact
Sudan,ALL,Mid,Low Impact
South Sudan,ALL,Mid,Medium Impact
Myanmar,ALL,Mid,Low Impact
Burundi,ALL,Mid,Medium Impact
,ALL,Mid,Medium Impact
Albania,ALL,Mid,Serious Impact
Antarctica,ALL,Mid,Medium Impact
Cameroon,ALL,Mid,Medium Impact
Canada,ALL,Mid,Low Impact
Cape Verde,ALL,Mid,Medium Impact
China,ALL,Mid,Low Impact
Cayman Islands,ALL,Mid,Medium Impact
Central African Republic,ALL,Mid,Medium Impact
Sri Lanka,ALL,Mid,Medium Impact
Chad,ALL,Mid,Medium Impact
Algeria,ALL,Mid,Low Impact
Chile,ALL,Mid,Low Impact
Christmas Island,ALL,Mid,Medium Impact
Colombia,ALL,Mid,Low Impact
Comoros,ALL,Mid,Medium Impact
Congo,ALL,Mid,Low Impact
Cook Islands,ALL,Mid,Medium Impact
Costa Rica,ALL,Mid,Serious Impact
Cuba,ALL,Mid,Medium Impact
American Samoa,ALL,Mid,Medium Impact
Cyprus,ALL,Mid,Serious Impact
Azerbaijan,ALL,Mid,Serious Impact
Benin,ALL,Mid,Medium Impact
Denmark,ALL,Mid,Low Impact
Dominica,ALL,Mid,Medium Impact
Dominican Republic,ALL,Mid,Low Impact
Belarus,ALL,Mid,Low Impact
Ecuador,ALL,Mid,Low Impact
Egypt,ALL,Mid,Low Impact
Andorra,ALL,Mid,Medium Impact
El Salvador,ALL,Mid,Low Impact
Equatorial Guinea,ALL,Mid,Medium Impact
Estonia,ALL,Mid,Serious Impact
Faroe Islands,ALL,Mid,Medium Impact
Falkland Islands (Malvinas),ALL,Mid,Medium Impact
Fiji,ALL,Mid,Low Impact
Finland,ALL,Mid,Low Impact
France,ALL,Mid,Low Impact
Angola,ALL,Mid,Low Impact
French Polynesia,ALL,Mid,Medium Impact
Djibouti,ALL,Mid,Medium Impact
Georgia,ALL,Mid,Low Impact
Gabon,ALL,Mid,Medium Impact
Gambia,ALL,Mid,Medium Impact
Germany,ALL,Mid,Low Impact
Germany Fr,ALL,Mid,Low Impact
Germany Nl,ALL,Mid,Low Impact
Antigua and Barbuda,ALL,Mid,Medium Impact
Bosnia and Herzegovina,ALL,Mid,Low Impact
Ghana,ALL,Mid,Low Impact
Gibraltar,ALL,Mid,Medium Impact
Kiribati,ALL,Mid,Medium Impact
Greece,ALL,Mid,Serious Impact
Greenland,ALL,Mid,Medium Impact
Grenada,ALL,Mid,Medium Impact
Guam,ALL,Mid,Medium Impact
Guatemala,ALL,Mid,Low Impact
Argentina,ALL,Mid,Low Impact
Guinea,ALL,Mid,Low Impact
Guyana,ALL,Mid,Medium Impact
Haiti,ALL,Mid,Medium Impact
Holy See,ALL,Mid,Medium Impact
Honduras,ALL,Mid,Low Impact
Hungary,ALL,Mid,Serious Impact
Croatia,ALL,Mid,Serious Impact
Iceland,ALL,Mid,Medium Impact
Armenia,EUR,High,Low Impact
Australia,EUR,High,Low Impact
India,EUR,High,Low Impact
Indonesia,EUR,High,Low Impact
Iran (Islamic Republic of),EUR,High,No Impact
Iraq,EUR,High,Low Impact
Ireland,EUR,High,Low Impact
Israel,EUR,High,No Impact
Italy,EUR,High,Low Impact
Cote d'Ivoire,EUR,High,Medium Impact
Kazakhstan,EUR,High,Low Impact
Jamaica,EUR,High,Serious Impact
Austria,EUR,High,Medium Impact
Japan,EUR,High,Low Impact
Jordan,EUR,High,Low Impact
Kyrgyzstan,EUR,High,Low Impact
Kenya,EUR,High,Low Impact
Cambodia,EUR,High,Serious Impact
Democratic People's Republic of Korea,EUR,High,Medium Impact
Republic of Korea,EUR,High,Low Impact
Kuwait,EUR,High,Medium Impact
Latvia,EUR,High,Serious Impact
Bahamas,EUR,High,Serious Impact
Lao People's Democratic Republic,EUR,High,Serious Impact
Lebanon,EUR,High,Low Impact
Lesotho,EUR,High,Serious Impact
Liberia,EUR,High,Medium Impact
Libya,EUR,High,Low Impact
Lithuania,EUR,High,Serious Impact
Marshall Islands,EUR,High,Medium Impact
Madagascar,EUR,High,Medium Impact
Bahrain,EUR,High,Medium Impact
Malawi,EUR,High,Serious Impact
Malaysia,EUR,High,Low Impact
Maldives,EUR,High,Medium Impact
Mali,EUR,High,Low Impact
Malta,EUR,High,Serious Impact
Mauritania,EUR,High,Serious Impact
Mauritius,EUR,High,Medium Impact
Mexico,EUR,High,Low Impact
Barbados,EUR,High,Serious Impact
Mongolia,EUR,High,Medium Impact
Montserrat,EUR,High,Medium Impact
Morocco,EUR,High,Low Impact
Mozambique,EUR,High,Low Impact
Micronesia (Federated States of),EUR,High,Medium Impact
Republic of Moldova,EUR,High,Low Impact
Namibia,EUR,High,Serious Impact
Nauru,EUR,High,Medium Impact
Nepal,EUR,High,Medium Impact
Netherlands,EUR,High,Low Impact
,EUR,High,Serious Impact
New Caledonia,EUR,High,Medium Impact
The former Yugoslav Republic of Macedonia,EUR,High,Medium Impact
Vanuatu,EUR,High,Medium Impact
New Zealand,EUR,High,Low Impact
Nicaragua,EUR,High,Medium Impact
Niger,EUR,High,Medium Impact
Nigeria,EUR,High,Low Impact
Bangladesh,EUR,High,Low Impact
Niue,EUR,High,Serious Impact
Norfolk Island,EUR,High,Medium Impact
Norway,EUR,High,Low Impact
Northern Mariana Islands,EUR,High,Serious Impact
Pacific Islands Trust Territory,EUR,High,Serious Impact
Pakistan,EUR,High,Low Impact
Panama,EUR,High,Medium Impact
Czech Republic,EUR,High,Serious Impact
Czechoslovakia,EUR,High,Serious Impact
Papua New Guinea,EUR,High,Serious Impact
Paraguay,EUR,High,Low Impact
Bermuda,EUR,High,Serious Impact
Peru,EUR,High,Low Impact
Philippines,EUR,High,Low Impact
Poland,EUR,High,Medium Impact
Portugal,EUR,High,Low Impact
Guinea-Bissau,EUR,High,Serious Impact
Timor-Leste,EUR,High,Medium Impact
Eritrea,EUR,High,Medium Impact
Qatar,EUR,High,Medium Impact
Bhutan,EUR,High,Medium Impact
Palau,EUR,High,Serious Impact
Zimbabwe,EUR,High,Serious Impact
Romania,EUR,High,Serious Impact
Rwanda,EUR,High,Low Impact
Russian Federation,EUR,High,Low Impact
USSR,EUR,High,Low Impact
Saint Helena,EUR,High,Medium Impact
Saint Kitts and Nevis,EUR,High,Medium Impact
Saint Lucia,EUR,High,Medium Impact
Bolivia (Plurinational State of),EUR,High,Low Impact
Saint Pierre and Miquelon,EUR,High,Serious Impact
Saint Vincent and the Grenadines,EUR,High,Serious Impact
Sao Tome and Principe,EUR,High,Medium Impact
Saudi Arabia,EUR,High,Low Impact
Senegal,EUR,High,Low Impact
Seychelles,EUR,High,Medium Impact
Sierra Leone,EUR,High,Medium Impact
Slovenia,EUR,High,Medium Impact
Slovakia,EUR,High,Serious Impact
Yugoslav SFR,EUR,High,Serious Impact
Afghanistan,EUR,High,Low Impact
Botswana,EUR,High,Medium Impact
Singapore,EUR,High,Serious Impact
Somalia,EUR,High,Medium Impact
South Africa,EUR,High,Low Impact
Spain,EUR,High,Low Impact
Western Sahara,EUR,High,Medium Impact
Suriname,EUR,High,Medium Impact
Tajikistan,EUR,High,Low Impact
Swaziland,EUR,High,Medium Impact
Brazil,EUR,High,Low Impact
Sweden,EUR,High,Low Impact
Switzerland,EUR,High,Medium Impact
Syrian Arab Republic,EUR,High,Low Impact
Turkmenistan,EUR,High,Low Impact
United Republic of Tanzania,EUR,High,Low Impact
Thailand,EUR,High,Low Impact
Togo,EUR,High,Medium Impact
Tonga,EUR,High,Medium Impact
Aruba,EUR,High,Serious Impact
Trinidad and Tobago,EUR,High,Low Impact
Oman,EUR,High,Low Impact
Tunisia,EUR,High,Low Impact
Turkey,EUR,High,Low Impact
,EUR,High,Medium Impact
United Arab Emirates,EUR,High,Low Impact
Uganda,EUR,High,Serious Impact
Tuvalu,EUR,High,Medium Impact
United Kingdom,EUR,High,Low Impact
Belize,EUR,High,Medium Impact
Ukraine,EUR,High,Low Impact
United States of America,EUR,High,Low Impact
Burkina Faso,EUR,High,Low Impact
Uruguay,EUR,High,Low Impact
Uzbekistan,EUR,High,Low Impact
Venezuela (Bolivarian Republic of),EUR,High,Low Impact
Viet Nam,EUR,High,Low Impact
Ethiopia,EUR,High,Low Impact
Ethiopia PDR,EUR,High,Low Impact
British Virgin Islands,EUR,High,Medium Impact
Wallis and Futuna Islands,EUR,High,Medium Impact
Samoa,EUR,High,Medium Impact
Yemen,EUR,High,Low Impact
Yemen Ar Rp,EUR,High,Low Impact
Yemen Dem,EUR,High,Low Impact
Solomon Islands,EUR,High,Medium Impact
Democratic Republic of the Congo,EUR,High,Low Impact
Zambia,EUR,High,Low Impact
,EUR,High,Medium Impact
Belgium,EUR,High,Low Impact
Belgium-Luxembourg,EUR,High,Low Impact
Luxembourg,EUR,High,No Impact
Anguilla,EUR,High,Medium Impact
Brunei Darussalam,EUR,High,Medium Impact
Bulgaria,EUR,High,Serious Impact
Mayotte,EUR,High,Medium Impact
Serbia,EUR,High,Serious Impact
Serbia and Montenegro,EUR,High,Serious Impact
Montenegro,EUR,High,Medium Impact
Sudan,EUR,High,Low Impact
South Sudan,EUR,High,Serious Impact
Myanmar,EUR,High,Low Impact
Burundi,EUR,High,Medium Impact
,EUR,High,Medium Impact
Albania,EUR,High,Serious Impact
Antarctica,EUR,High,Medium Impact
Cameroon,EUR,High,Medium Impact
Canada,EUR,High,Low Impact
Cape Verde,EUR,High,Serious Impact
China,EUR,High,Low Impact
Cayman Islands,EUR,High,Medium Impact
Central African Republic,EUR,High,Medium Impact
Sri Lanka,EUR,High,Medium Impact
Chad,EUR,High,Medium Impact
Algeria,EUR,High,Low Impact
Chile,EUR,High,Low Impact
Christmas Island,EUR,High,Medium Impact
Colombia,EUR,High,Low Impact
Comoros,EUR,High,Medium Impact
Congo,EUR,High,Low Impact
Cook Islands,EUR,High,Medium Impact
Costa Rica,EUR,High,Serious Impact
Cuba,EUR,High,Serious Impact
American Samoa,EUR,High,Medium Impact
Cyprus,EUR,High,Serious Impact
Azerbaijan,EUR,High,Low Impact
Benin,EUR,High,Medium Impact
Denmark,EUR,High,Low Impact
Dominica,EUR,High,Medium Impact
Dominican Republic,EUR,High,Low Impact
Belarus,EUR,High,Low Impact
Ecuador,EUR,High,Low Impact
Egypt,EUR,High,Low Impact
Andorra,EUR,High,Medium Impact
El Salvador,EUR,High,Low Impact
Equatorial Guinea,EUR,High,Medium Impact
Estonia,EUR,High,Serious Impact
Faroe Islands,EUR,High,Medium Impact
Falkland Islands (Malvinas),EUR,High,Medium Impact
Fiji,EUR,High,Serious Impact
Finland,EUR,High,Low Impact
France,EUR,High,Low Impact
Angola,EUR,High,Low Impact
French Polynesia,EUR,High,Serious Impact
Djibouti,EUR,High,Medium Impact
Georgia,EUR,High,Low Impact
Gabon,EUR,High,Medium Impact
Gambia,EUR,High,Medium Impact
Germany,EUR,High,Low Impact
Germany Fr,EUR,High,Low Impact
Germany Nl,EUR,High,Low Impact
Antigua and Barbuda,EUR,High,Medium Impact
Bosnia and Herzegovina,EUR,High,Low Impact
Ghana,EUR,High,Low Impact
Gibraltar,EUR,High,Medium Impact
Kiribati,EUR,High,Medium Impact
Greece,EUR,High,Serious Impact
Greenland,EUR,High,Medium Impact
Grenada,EUR,High,Medium Impact
Guam,EUR,High,Medium Impact
Guatemala,EUR,High,Medium Impact
Argentina,EUR,High,Low Impact
Guinea,EUR,High,Low Impact
Guyana,EUR,High,Serious Impact
Haiti,EUR,High,Medium Impact
Holy See,EUR,High,Medium Impact
Honduras,EUR,High,Low Impact
Hungary,EUR,High,Serious Impact
Croatia,EUR,High,Serious Impact
Iceland,EUR,High,Medium Impact
